Session,Exp,Set
524_FED_20170105a_3T2_PL2017,MDloc_ips224,MD
525_FED_20170109a_3T2_PL2017,MDloc_ips224,MD
526_FED_20170111a_3T2_PL2017,MDloc_ips224,MD
527_FED_20170113a_3T2_PL2017,MDloc_ips224,MD
528_FED_20170116a_3T2_PL2017,MDloc_ips224,MD
529_FED_20170116b_3T2_PL2017,MDloc_ips224,MD
530_FED_20170114a_3T2_PL2017,MDloc_ips224,MD
532_FED_20170118b_3T2_PL2017,MDloc_ips224,MD
533_FED_20170119_3T2_PL2017,MDloc_ips224,MD
534_FED_20170119b_3T2_PL2017,MDloc_ips224,MD
535_FED_20170123b_3T2_PL2017,MDloc_ips224,MD
536_FED_20170125a_3T2_PL2017,MDloc_ips224,MD
537_FED_20170126b_3T2_PL2017,MDloc_ips224,MD
538_FED_20170127_3T2_PL2017,MDloc_ips224,MD
541_FED_20170203b_3T2_PL2017,MDloc_ips224,MD
542_FED_20170207_3T2_PL2017,MDloc_ips224,MD
543_FED_20170206_3T2_PL2017,MDloc_ips224,MD
544_FED_20170210_3T2_PL2017,MDloc_ips224,MD
545_FED_20170217c_3T2_PL2017,MDloc_ips224,MD
546_FED_20170223_3T2_PL2017,MDloc_ips224,MD
547_FED_20170222_3T2_PL2017,MDloc_ips224,MD
548_FED_20170227_3T2_PL2017,MDloc_ips224,MD
550_FED_20170228c_3T2_PL2017,MDloc_ips224,MD
551_FED_20170302b_3T2_PL2017,MDloc_ips224,MD
551_FED_20170328a_3T2_PL2017,MDloc_ips224,MD
552_FED_20170307a_3T2_PL2017,MDloc_ips224,MD
553_FED_20170313d_3T2_PL2017,MDloc_ips224,MD
554_FED_20170315a_3T2_PL2017,MDloc_ips224,MD
555_FED_20170315b_3T2_PL2017,MDloc_ips224,MD
556_FED_20170316b_3T2_PL2017,MDloc_ips224,MD
557_FED_20170317a_3T2_PL2017,MDloc_ips224,MD
558_FED_20170320a_3T2_PL2017,MDloc_ips224,MD
559_FED_20170320c_3T2_PL2017,MDloc_ips224,MD
560_FED_20170322b_3T2_PL2017,MDloc_ips224,MD
561_FED_20170327_3T2_PL2017,MDloc_ips224,MD
562_FED_20170327b_3T2_PL2017,MDloc_ips224,MD
563_FED_20170327c_3T2_PL2017,MDloc_ips224,MD
564_FED_20170406_3T2_PL2017,MDloc_ips224,MD
565_FED_20170406_3T2_PL2017,MDloc_ips224,MD
569_FED_20170410b_3T2_PL2017,MDloc_ips224,MD
570_FED_20170410_3T2_PL2017,MDloc_ips224,MD
572_FED_20170413a_3T2_PL2017,MDloc_ips224,MD
573_FED_20170413b_3T2_PL2017,MDloc_ips224,MD
574_FED_20170413c_3T2_PL2017,MDloc_ips224,MD
575_FED_20170414a_3T2_PL2017,MDloc_ips224,MD
576_FED_20170414b_3T2_PL2017,MDloc_ips224,MD
577_FED_20170414c_3T2_PL2017,MDloc_ips224,MD
577_FED_20200305d_3T2_PL2017,MDloc_ips224,MD
578_FED_20170414d_3T2_PL2017,MDloc_ips224,MD
579_FED_20170418_3T2_PL2017,MDloc_ips224,MD
580_FED_20170418_3T2_PL2017,MDloc_ips224,MD
581_FED_20170418_3T2_PL2017,MDloc_ips224,MD
582_FED_20170420a_3T2_PL2017,MDloc_ips224,MD
582_FED_20190726b_3T2_PL2017,MDloc_ips224,MD
583_FED_20170420c_3T2_PL2017,MDloc_ips224,MD
583_FED_20170720d_3T2_PL2017,MDloc_ips224,MD
584_FED_20170421a_3T2_PL2017,MDloc_ips224,MD
585_FED_20170329a_3T2_PL2017,MDloc_ips224,MD
587_FED_20170423a_3T2_PL2017,MDloc_ips224,MD
588_FED_20170422c_3T2_PL2017,MDloc_ips224,MD
589_FED_20170422a_3T2_PL2017,MDloc_ips224,MD
590_FED_20170422b_3T2_PL2017,MDloc_ips224,MD
591_FED_20170422d_3T2_PL2017,MDloc_ips224,MD
592_FED_20170423b_3T2_PL2017,MDloc_ips224,MD
593_FED_20170423c_3T2_PL2017,MDloc_ips224,MD
594_FED_20170423d_3T2_PL2017,MDloc_ips224,MD
595_FED_20170425b_3T2_PL2017,MDloc_ips224,MD
596_FED_20170426b_3T2_PL2017,MDloc_ips224,MD
597_FED_20170427a_3T2_PL2017,MDloc_ips224,MD
598_FED_20170428a_3T2_PL2017,MDloc_ips224,MD
600_FED_20170428b_3T2_PL2017,MDloc_ips224,MD
601_FED_20170501a_3T2_PL2017,MDloc_ips224,MD
602_FED_20170526b_3T2_PL2017,MDloc_ips224,MD
603_FED_20170502a_3T2_PL2017,MDloc_ips224,MD
604_FED_20170502b_3T2_PL2017,MDloc_ips224,MD
605_FED_20170505a_3T2_PL2017,MDloc_ips224,MD
606_FED_20170515a_3T2_PL2017,MDloc_ips224,MD
607_FED_20170517a_3T2_PL2017,MDloc_ips224,MD
608_FED_20170518a_3T2_PL2017,MDloc_ips224,MD
609_FED_20170523c_3T2_PL2017,MDloc_ips224,MD
610_FED_20170523a_3T2_PL2017,MDloc_ips224,MD
611_FED_20170524_3T2_PL2017,MDloc_ips224,MD
613_FED_20170526a_3T2_PL2017,MDloc_ips224,MD
614_FED_20170525a_3T2_PL2017,MDloc_ips224,MD
616_FED_20170601a_3T2_PL2017,MDloc_ips224,MD
617_FED_20170605_3T2_PL2017,MDloc_ips224,MD
618_FED_20170612_3T2_PL2017,MDloc_ips224,MD
619_FED_20170613_3T2_PL2017,MDloc_ips224,MD
620_FED_20170613_3T2_PL2017,MDloc_ips224,MD
621_FED_20170613a_3T2_PL2017,MDloc_ips224,MD
622_FED_20170614d_3T2_PL2017,MDloc_ips224,MD
623_FED_20170614e_3T2_PL2017,MDloc_ips224,MD
624_FED_20170619b_3T2_PL2017,MDloc_ips224,MD
625_FED_20170619a_3T2_PL2017,MDloc_ips224,MD
626_FED_20170619c_3T2_PL2017,MDloc_ips224,MD
627_FED_20170620a_3T2_PL2017,MDloc_ips224,MD
628_FED_20170620_3T2_PL2017,MDloc_ips224,MD
629_FED_20170620c_3T2_PL2017,MDloc_ips224,MD
630_FED_20170621c_3T2_PL2017,MDloc_ips224,MD
631_FED_20170621d_3T2_PL2017,MDloc_ips224,MD
632_FED_20170623a_3T2_PL2017,MDloc_ips224,MD
633_FED_20170626a_3T2_PL2017,MDloc_ips224,MD
634_FED_20170626_3T2_PL2017,MDloc_ips224,MD
635_FED_20170627_3T2_PL2017,MDloc_ips224,MD
636_FED_20170628b_3T2_PL2017,MDloc_ips224,MD
637_FED_20170628c_3T2_PL2017,MDloc_ips224,MD
638_FED_20170628_3T2_PL2017,MDloc_ips224,MD
639_FED_20170628d_3T2_PL2017,MDloc_ips224,MD
640_FED_20170629c_3T2_PL2017,MDloc_ips224,MD
641_FED_20170629b_3T2_PL2017,MDloc_ips224,MD
642_FED_20170629a_3T2_PL2017,MDloc_ips224,MD
643_FED_20170630c_3T2_PL2017,MDloc_ips224,MD
644_FED_20170630f_3T2_PL2017,MDloc_ips224,MD
646_FED_20170630d_3T2_PL2017,MDloc_ips224,MD
647_FED_20170705_3T2_PL2017,MDloc_ips224,MD
648_FED_20170707_3T2_PL2017,MDloc_ips224,MD
649_FED_20170710c_3T2_PL2017,MDloc_ips224,MD
652_FED_20170710d_3T2_PL2017,MDloc_ips224,MD
655_FED_20170724a_3T2_PL2017,MDloc_ips224,MD
656_FED_20170724c_3T2_PL2017,MDloc_ips224,MD
657_POLY18_20170724b_3T2_PL2017,MDloc_ips224,MD
658_FED_20170725d_3T2_PL2017,MDloc_ips224,MD
659_FED_20170726d_3T2_PL2017,MDloc_ips224,MD
660_FED_20170728c_3T2_PL2017,MDloc_ips224,MD
661_FED_20170731b_3T2_PL2017,MDloc_ips224,MD
662_FED_20170803b_3T2_PL2017,MDloc_ips224,MD
663_POLY19_20170803c_3T2_PL2017,MDloc_ips224,MD
664_FED_20170816a_3T2_PL2017,MDloc_ips224,MD
665_FED_20170828b_3T2_PL2017,MDloc_ips224,MD
666_FED_20170830a_3T2_PL2017,MDloc_ips224,MD
668_POLY20_20170928a_3T2_PL2017,MDloc_ips224,MD
669_FED_20171108a_3T2_PL2017,MDloc_ips224,MD
670_FED_20171208a_3T2_PL2017,MDloc_ips224,MD
671_FED_20190625a_3T2_PL2017,MDloc_ips224,MD
672_FED_20180702a_3T2_PL2017,MDloc_ips224,MD
673_FED_20190809a_3T2_PL2017,MDloc_ips224,MD
674_FED_20180730b_3T2_PL2017,MDloc_ips224,MD
676_FED_20180727a_3T2_PL2017,MDloc_ips224,MD
677_FED_20180729a_3T2_PL2017,MDloc_ips224,MD
679_FED_20180730c_3T2_PL2017,MDloc_ips224,MD
680_FED_20180802b_3T2_PL2017,MDloc_ips224,MD
680_FED_20190702b_3T2_PL2017,MDloc_ips224,MD
681_FED_20180803a_3T2_PL2017,MDloc_ips224,MD
682_FED_20180803b_3T2_PL2017,MDloc_ips224,MD
683_FED_20180803c_3T2_PL2017,MDloc_ips224,MD
684_FED_20180803d_3T2_PL2017,MDloc_ips224,MD
685_FED_20180808a_3T2_PL2017,MDloc_ips224,MD
686_FED_20180809a_3T2_PL2017,MDloc_ips224,MD
687_FED_20180809b_3T2_PL2017,MDloc_ips224,MD
687_FED_20190801a_3T2_PL2017,MDloc_ips224,MD
688_FED_20180914a_3T2_PL2017,MDloc_ips224,MD
689_FED_20181010a_3T2_PL2017,MDloc_ips224,MD
690_FED_20181012a_3T2_PL2017,MDloc_ips224,MD
691_FED_20181018a_3T2_PL2017,MDloc_ips224,MD
692_FED_20181018b_3T2_PL2017,MDloc_ips224,MD
693_FED_20181029a_3T2_PL2017,MDloc_ips224,MD
694_FED_20181101a_3T2_PL2017,MDloc_ips224,MD
695_FED_20181113a_3T2_PL2017,MDloc_ips224,MD
696_FED_20181115a_3T2_PL2017,MDloc_ips224,MD
697_FED_20181119a_3T2_PL2017,MDloc_ips224,MD
698_FED_20181129a_3T2_PL2017,MDloc_ips224,MD
699_FED_20181129b_3T2_PL2017,MDloc_ips224,MD
700_FED_20181128a_3T2_PL2017,MDloc_ips224,MD
702_FED_20181214a_3T2_PL2017,MDloc_ips224,MD
704_FED_20190107a_3T2_PL2017,MDloc_ips224,MD
705_FED_20190117a_3T2_PL2017,MDloc_ips224,MD
706_FED_20190117b_3T2_PL2017,MDloc_ips224,MD
707_FED_20190117c_3T2_PL2017,MDloc_ips224,MD
708_FED_20190117d_3T2_PL2017,MDloc_ips224,MD
712_FED_20190702a_3T2_PL2017,MDloc_ips224,MD
713_FED_20190130a_3T2_PL2017,MDloc_ips224,MD
714_FED_20190712a_3T2_PL2017,MDloc_ips224,MD
714_FED_20200220a_3T2_PL2017,MDloc_ips224,MD
716_FED_20190624a_3T2_PL2017,MDloc_ips224,MD
717_FED_20190624c_3T2_PL2017,MDloc_ips224,MD
718_FED_20190624b_3T2_PL2017,MDloc_ips224,MD
720_FED_20190625c_3T2_PL2017,MDloc_ips224,MD
721_FED_20190605a_3T2_PL2017,MDloc_ips224,MD
724_FED_20190624d_3T2_PL2017,MDloc_ips224,MD
724_FED_20190802a_3T2_PL2017,MDloc_ips224,MD
724_FED_20200211b_3T2_PL2017,MDloc_ips224,MD
725_FED_20190215a_3T2_PL2017,MDloc_ips224,MD
726_FED_20190226a_3T2_PL2017,MDloc_ips224,MD
727_FED_20190226b_3T2_PL2017,MDloc_ips224,MD
729_FED_20190226d_3T2_PL2017,MDloc_ips224,MD
730_FED_20190306a_3T2_PL2017,MDloc_ips224,MD
731_FED_20190306b_3T2_PL2017,MDloc_ips224,MD
732_FED_20190307_3T2_PL2017,MDloc_ips224,MD
733_FED_20190307b_3T2_PL2017,MDloc_ips224,MD
734_FED_20190313a_3T2_PL2017,MDloc_ips224,MD
734_FED_20200113a_3T2_PL2017,MDloc_ips224,MD
735_FED_20190314a_3T2_PL2017,MDloc_ips224,MD
737_FED_20190314c_3T2_PL2017,MDloc_ips224,MD
738_FED_20190319a_3T2_PL2017,MDloc_ips224,MD
739_FED_20190319b_3T2_PL2017,MDloc_ips224,MD
740_FED_20190319c_3T2_PL2017,MDloc_ips224,MD
741_FED_20190320a_3T2_PL2017,MDloc_ips224,MD
742_FED_20190320b_3T2_PL2017,MDloc_ips224,MD
743_FED_20190320c_3T2_PL2017,MDloc_ips224,MD
744_FED_20190320d_3T2_PL2017,MDloc_ips224,MD
745_FED_20190321a_3T2_PL2017,MDloc_ips224,MD
746_FED_20190328a_3T2_PL2017,MDloc_ips224,MD
747_FED_20190328b_3T2_PL2017,MDloc_ips224,MD
748_FED_20190328c_3T2_PL2017,MDloc_ips224,MD
749_FED_20190404a_3T2_PL2017,MDloc_ips224,MD
750_FED_20190404b_3T2_PL2017,MDloc_ips224,MD
751_FED_20190404c_3T2_PL2017,MDloc_ips224,MD
752_FED_20190404d_3T2_PL2017,MDloc_ips224,MD
753_FED_20190405a_3T2_PL2017,MDloc_ips224,MD
754_FED_20190405b_3T2_PL2017,MDloc_ips224,MD
755_FED_20190411a_3T2_PL2017,MDloc_ips224,MD
756_FED_20190411b_3T2_PL2017,MDloc_ips224,MD
758_FED_20190411d_3T2_PL2017,MDloc_ips224,MD
759_FED_20190415a_3T2_PL2017,MDloc_ips224,MD
761_FED_20190416a_3T2_PL2017,MDloc_ips224,MD
762_FED_20190416b_3T2_PL2017,MDloc_ips224,MD
763_FED_20190416c_3T2_PL2017,MDloc_ips224,MD
764_FED_20190416d_3T2_PL2017,MDloc_ips224,MD
765_FED_20190417a_3T2_PL2017,MDloc_ips224,MD
765_FED_20190709a_3T2_PL2017,MDloc_ips224,MD
766_FED_20190418a_3T2_PL2017,MDloc_ips224,MD
767_FED_20190402a_3T2_PL2017,MDloc_ips224,MD
767_FED_20190724b_3T2_PL2017,MDloc_ips224,MD
769_FED_20190522a_3T2_PL2017,MDloc_ips224,MD
770_FED_20190523b_3T2_PL2017,MDloc_ips224,MD
770_FED_20190713a_3T2_PL2017,MDloc_ips224,MD
770_FED_20191204d_3T2_PL2017,MDloc_ips224,MD
771_FED_20190525a_3T2_PL2017,MDloc_ips224,MD
772_FED_20190525b_3T2_PL2017,MDloc_ips224,MD
773_FED_20190605c_3T2_PL2017,MDloc_ips224,MD
774_FED_20190605b_3T2_PL2017,MDloc_ips224,MD
779_FED_20191106e_3T2_PL2017,MDloc_ips224,MD
780_FED_20190625b_3T2_PL2017,MDloc_ips224,MD
781_FED_20190625d_3T2_PL2017,MDloc_ips224,MD
782_FED_20190626a_3T2_PL2017,MDloc_ips224,MD
783_FED_20190627a_3T2_PL2017,MDloc_ips224,MD
784_FED_20190712b_3T2_PL2017,MDloc_ips224,MD
785_FED_20190714a_3T2_PL2017,MDloc_ips224,MD
786_FED_20190719b_3T2_PL2017,MDloc_ips224,MD
787_FED_20190719c_3T2_PL2017,MDloc_ips224,MD
788_FED_20190724a_3T2_PL2017,MDloc_ips224,MD
789_FED_20190726a_3T2_PL2017,MDloc_ips224,MD
791_FED_20191023a_3T2_PL2017,MDloc_ips224,MD
792_FED_20191023b_3T2_PL2017,MDloc_ips224,MD
793_FED_20191023c_3T2_PL2017,MDloc_ips224,MD
794_FED_20191023d_3T2_PL2017,MDloc_ips224,MD
795_FED_20191030b_3T2_PL2017,MDloc_ips224,MD
796_FED_20191030c_3T2_PL2017,MDloc_ips224,MD
797_FED_20191030d_3T2_PL2017,MDloc_ips224,MD
797_FED_20200226a_3T2_PL2017,MDloc_ips224,MD
799_FED_20191031a_3T2_PL2017,MDloc_ips224,MD
800_FED_20191102a_3T2_PL2017,MDloc_ips224,MD
801_FED_20191113a_3T2_PL2017,MDloc_ips224,MD
803_FED_20191113c_3T2_PL2017,MDloc_ips224,MD
804_FED_20191122a_3T2_PL2017,MDloc_ips224,MD
805_FED_20191204a_3T2_PL2017,MDloc_ips224,MD
806_FED_20191204b_3T2_PL2017,MDloc_ips224,MD
807_FED_20191204c_3T2_PL2017,MDloc_ips224,MD
808_FED_20191210a_3T2_PL2017,MDloc_ips224,MD
809_FED_20191212b_3T2_PL2017,MDloc_ips224,MD
810_FED_20191212a_3T2_PL2017,MDloc_ips224,MD
811_FED_20191213a_3T2_PL2017,MDloc_ips224,MD
812_FED_20191213b_3T2_PL2017,MDloc_ips224,MD
813_FED_20191213c_3T2_PL2017,MDloc_ips224,MD
814_FED_20200113b_3T2_PL2017,MDloc_ips224,MD
815_FED_20200113c_3T2_PL2017,MDloc_ips224,MD
816_FED_20200117a_3T2_PL2017,MDloc_ips224,MD
817_FED_20200117b_3T2_PL2017,MDloc_ips224,MD
818_FED_20200117c_3T2_PL2017,MDloc_ips224,MD
819_FED_20200117d_3T2_PL2017,MDloc_ips224,MD
820_FED_20200120a_3T2_PL2017,MDloc_ips224,MD
821_FED_20200123a_3T2_PL2017,MDloc_ips224,MD
821_FED_20200305c_3T2_PL2017,MDloc_ips224,MD
822_FED_20200123b_3T2_PL2017,MDloc_ips224,MD
823_FED_20200123c_3T2_PL2017,MDloc_ips224,MD
824_FED_20200130a_3T2_PL2017,MDloc_ips224,MD
825_FED_20200130b_3T2_PL2017,MDloc_ips224,MD
825_FED_20200220b_3T2_PL2017,MDloc_ips224,MD
826_FED_20200130c_3T2_PL2017,MDloc_ips224,MD
827_FED_20200130d_3T2_PL2017,MDloc_ips224,MD
827_FED_20200305b_3T2_PL2017,MDloc_ips224,MD
828_FED_20200205c_3T2_PL2017,MDloc_ips224,MD
829_FED_20200211a_3T2_PL2017,MDloc_ips224,MD
830_FED_20200213a_3T2_PL2017,MDloc_ips224,MD
832_FED_20200220c_3T2_PL2017,MDloc_ips224,MD
833_FED_20200224a_3T2_PL2017,MDloc_ips224,MD
834_FED_20200303a_3T2_PL2017,MDloc_ips224,MD
835_FED_20200305a_3T2_PL2017,MDloc_ips224,MD
